movie_id,name,genres,overview
574,Spanking the Monkey (1994),Comedy|Drama,Raymond Aibelli is a promising medical student ready to begin a prestigious summer internship. But Susan  his mother  is immobilized by a broken leg  and his father Tom  a travelling salesman  makes Raymond stay home and take care of his mother  an attractive though unhappy woman. His mother's condition leads them to a degree of immediate physical contact which Raymond finds disturbing. He soon meets Toni  a high school girl  but his sexual impulses are increasingly confused  especially since he is still upset over losing the internship. 
575,"Little Rascals, The (1994)",Children's|Comedy,"The story begins with Spanky  who is the president of the ""He Man Woman Haters Club"" with many school aged boys from around the neighborhood as members. His best friend  Alfalfa  has been chosen as the driver for the club's prize winning go kart  called ""The Blur""  in the annual Soap Box Derby style race. However  when the announcement is made  Alfalfa is nowhere to be found. The boys catch Alfalfa in the company of Darla    ""a girl!"" Alfalfa isn't like his friends because he's in love with Darla  and unfortunately threatens the very existence of their ""boys only"" club. The club's members try their hardest to break the two apart  eventually causing their beloved clubhouse to burn down. Darla is mistakenly led to believe Alfalfa feels ashamed of her  so she turns her attentions to Waldo  the new rich kid whose father is an oil tycoon. Further trouble ensures when their prized go cart ""The Blur"" is stolen by local neighborhood bullies Butch and Woim. How can they win the big race and its prize trophy ! In addition to having to rebuild the clubhouse  the boys now need a new set of wheels. They band together to build ""Blur 2: The Sequel."" Prior to race day  Spanky and Alfalfa reconcile and decide to ride in the two seat go kart together. "
576,Fausto (1993),Comedy,Fausto enters an orphanage and is initially bullied  but then makes friends with a new bunkmate  Raymond. He is apprenticed to Mietek  a tailor in the Jewish quarter  who teaches him the trade. Fausto charms everyone in the quarter  and falls in love with Tonie  the mechanic's daughter. He starts making outrageous suits for publicity and  after dressing Tonie  decides that he wants to be a famous couturier. 
577,Andre (1994),Adventure|Children's,Toni Whitney and her family adopt a baby sea lion. When it grows and starts getting into mischief  it antagonizes some of the fisherman in the town. One of the fisherman  Billy Baker  is upset with the Whitney's because Toni's father  Harry  was appointed Harbor Master instead of him  partially because of the seal. But when the humorous antics of the sea lion attracts media attention  further squeezing out Mark  and running down his business  he gets even more upset. 
579,"Scorta, La (1993)",Thriller,An honest Judge  with marriage problems  volunteers for a job  in a corrupt area of Sicily  the previous holder of this job having been assasinated along with his Escort. The new Judge  and his Escort (which now contains a friend of the previous Escort)attempt to discover whose palms were greased to allow a local 'Water Monopoly' to develop  while avoiding assaination attempts. Apparently based on true events !!! 
580,Princess Caraboo (1994),Drama,Bristol  England  early 19th century. A beautiful young stranger who speaks a weird language is tried for the crime of begging. But when a man claims that he can translate her dialect  it is understood that the woman is a princess from a far away land. She is then welcomed by a family of haughty aristocrats that only wants to heighten their prestige. However  the local reporter is not at all convinced she is what she claims to be and investigates. Is Caraboo really a princess  
581,"Celluloid Closet, The (1995)",Documentary,A comprehensive documentary of the history of gays and lesbians in cinema  from negative to positive reflections of gay characters and the troubles of actors and actresses. 
582,Metisse (Café au Lait) (1993),Comedy,Lola is pregnant. But she does not know who the father is : Jamal  the black muslim  son of diplomats  or Felix  the pennyless jewish messenger. Jamal and Felix meet at Lola's  and the race begins. 
583,Dear Diary (Caro Diario) (1994),Comedy|Drama,Nanni Moretti directs himself playing himself in this wry look at life. Presented in three chapters  Moretti uses the experiences of traveling on his motor scooter  cruising with his friend around a set of remote islands in search of peace to finish his new film and consulting doctor after doctor to cure his annoying rash to cast a humorous look at his life and those around him. 
584,I Don't Want to Talk About It (De eso no se habla) (1993),Drama,"Leonor  a widow in a small South American town  gives birth to Charlotte  a dwarf. The mother not only provides a rich childhood for her daughter  she erases any clues her daughter might see that would lead her to think she is different (mother burns books such as ""Snow White"" and destroys lawn statues of gnomes). In short  she doesn't want to talk about it. The mother succeeds in creating a modern day Rapunzel: Charlotte becomes an accomplished young woman who captures the heart of Ludovico. But then  the circus comes to town. "
